id,status_group
66593,functional
16257,functional
37407,non functional
38761,non functional
73633,non functional
54435,functional
3892,non functional
30201,functional
66363,non functional
73327,non functional
32743,non functional
5390,functional
33240,functional
32675,functional
37836,functional
67404,functional
28539,functional
66098,functional needs repair
1420,non functional
15260,functional
59666,functional
59841,functional
70159,functional needs repair
32808,functional
6351,functional
39453,functional
8670,functional
46548,functional needs repair
12409,non functional
47267,functional
34963,functional
71579,functional
50979,functional
10509,non functional
55581,functional
5667,functional
66458,functional
37668,functional
59805,functional
32419,functional
28922,functional
69611,functional
32593,functional
7385,non functional
71543,non functional
72016,functional needs repair
30969,non functional
27652,functional
26374,functional
2102,functional
31936,non functional
10668,non functional
56611,non functional
14842,functional
67294,functional
61106,non functional
61693,functional
18196,non functional
27990,non functional
17475,non functional
19280,functional
43449,functional
5510,functional
9456,non functional
20064,non functional
5036,functional
23634,functional
32625,functional
232,non functional
20621,functional
73340,functional needs repair
41313,functional
19027,functional
59172,functional
13918,functional
32798,functional
72071,non functional
59642,functional
25338,functional
7263,functional
5181,functional
36311,functional
41021,functional
25507,functional
13061,non functional
62816,non functional
34508,functional
72432,functional
6206,functional
38985,functional
1344,functional
56627,non functional
29762,functional
40935,functional
25881,functional
66780,functional
70833,non functional
59072,non functional
48905,non functional
37413,functional
55075,non functional
43785,functional
6186,functional
20044,functional
45487,functional
62706,functional
67613,functional
30321,functional
48653,non functional
71656,functional
60220,non functional
6635,functional
73843,non functional
48882,non functional
47930,functional
34624,functional
15439,non functional
72388,functional needs repair
48756,non functional
27367,functional
22477,non functional
3332,non functional
35824,functional
63880,non functional
18313,functional
68254,non functional
42512,non functional
25022,functional
69433,functional
25885,functional
37208,functional
2407,functional
37908,non functional
45697,functional
38717,functional
17405,non functional
9968,non functional
41889,functional
32909,non functional
64988,functional
56035,non functional
42184,functional
50180,non functional
57915,functional
50236,functional
38455,functional
27152,non functional
37521,functional
8563,functional
4711,non functional
34441,non functional
72653,non functional
61528,non functional
8474,functional
23513,non functional
39096,functional
55208,functional
26686,functional
4513,functional
39903,non functional
13798,functional
6638,non functional
69443,functional
11109,functional
24523,functional
74173,non functional
10470,functional
73788,non functional
10236,functional
69050,non functional
12138,functional
62171,functional
23838,non functional
7231,functional
21795,functional
38367,functional
1183,functional
21848,functional
68794,non functional
72469,functional
32979,non functional
57277,functional
8557,functional
32431,functional
68921,functional
13624,functional needs repair
36372,non functional
38226,functional
69948,functional
40076,non functional
55444,functional
62398,functional
48400,functional
72608,non functional
10086,functional
40852,functional
5468,functional needs repair
33190,functional
14564,functional
14869,non functional
51708,non functional
71977,functional
6962,functional
63879,functional
20272,functional
32573,non functional
60548,functional
5993,non functional
17916,functional
6751,functional
63986,non functional
21389,functional
73177,functional
47751,functional
45035,functional
3173,functional
49432,functional
48141,functional needs repair
15138,non functional
62090,functional
44294,functional
44835,functional
54139,non functional
2495,functional
55173,non functional
14007,functional
53406,functional
30316,non functional
21429,non functional
62649,non functional
1558,functional
57346,functional
29688,functional
48701,non functional
38968,functional
18570,non functional
7004,non functional
51189,functional
11932,functional needs repair
70807,functional
24697,non functional
23607,functional
2725,functional
18477,functional
45921,functional
27751,non functional
